S. No,url,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label)
532,dmpromotion.com,ICICI Bank,Phishing
533,lalpuricicibank.com,ICICI Bank,Phishing
534,icici.crediwatch.org,ICICI Bank,Phishing
535,icicibanksales.in,ICICI Bank,Phishing
536,800e3e8e5b30.ngrok.io/icici/index.html,ICICI Bank,Phishing
537,ici.cibank.com,ICICI Bank,Phishing
538,icic.ibank.com,ICICI Bank,Phishing
539,icici.bank.com,ICICI Bank,Phishing
540,iciciba.nk.com,ICICI Bank,Phishing
541,icicimoney2india.com,ICICI Bank,Phishing
542,bank-icici.cyou,ICICI Bank,Phishing
543,cicbank.finance/,ICICI Bank,Phishing
544,mx7.icicibanklogin.com,ICICI Bank,Phishing
545,videokyc.icicibsnk.com/,ICICI Bank,Phishing
546,icicin.net,ICICI Bank,Phishing
547,icicin.ch,ICICI Bank,Phishing
548,iciclo.com,ICICI Bank,Phishing
549,cicici.xin,ICICI Bank,Phishing
550,4ward25.com/icici-bank-demat-services-application-for-closure-of-demat-account,ICICI Bank,Phishing
551,zicici.com/,ICICI Bank,Phishing
552,www.moviez.ml/spp/auth/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/,ICICI Bank,Phishing
553,www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/,ICICI Bank,Phishing
554,iciciaccount.com,ICICI Bank,Phishing
555,icicibankestatement.com,ICICI Bank,Phishing
556,icicibankmerchant.com,ICICI Bank,Phishing
557,icicibanknriservices.com,ICICI Bank,Phishing
558,icicihfcfd.com,ICICI Bank,Phishing
559,onlineicicibank.com,ICICI Bank,Phishing
560,icico.xyz,ICICI Bank,Phishing
561,icicin.org,ICICI Bank,Phishing
562,icicin.biz,ICICI Bank,Phishing
563,bit.ly/icici-india-banking_app,ICICI Bank,Phishing
564,icici.candlesrider.com/,ICICI Bank,Phishing
565,icicin.eu,ICICI Bank,Phishing
566,icici.figo.in,ICICI Bank,Phishing
567,icicingenieria.com,ICICI Bank,Phishing
568,cicici.cn,ICICI Bank,Phishing
569,icicicarrier.com,ICICI Bank,Phishing
570,icici.securehostdns.com,ICICI Bank,Phishing
571,cicici.ci,ICICI Bank,Phishing
572,icicic.cn,ICICI Bank,Phishing
573,icici.sbi.au,ICICI Bank,Phishing
574,xn--ccbank-2vabb.com,ICICI Bank,Phishing
575,xn--ccbank-h8abb.com,ICICI Bank,Phishing
576,xn--ccbank-vvabb.com,ICICI Bank,Phishing
577,loginindusinds.com,ICICI Bank,Phishing
578,indusindslogin.com,ICICI Bank,Phishing
579,icicidirect.finux.com,ICICI Bank,Phishing
580,spocto360-icici.smartcollect.digital,ICICI Bank,Phishing
581,icici.carriers.in,ICICI Bank,Phishing
582,icici.billpro.online/,ICICI Bank,Phishing
583,icicirewardspro.in.ultimacare.in,ICICI Bank,Phishing
584,icici.toll.cust.it,ICICI Bank,Phishing
585,kyc-icicimpocket3385-f6f3ab.online,ICICI Bank,Phishing
586,apps.iciciprupms.com,ICICI Bank,Phishing
587,apicici.com,ICICI Bank,Phishing
588,icicibank.reliablegroupindia.com,ICICI Bank,Phishing
589,icicibank.inifinity.com,ICICI Bank,Phishing
590,iciciservices.fasteasy.in,ICICI Bank,Phishing
591,icici.wrms.com,ICICI Bank,Phishing
592,icici.fastage.com,ICICI Bank,Phishing
593,managecredit.in/icicibank/,ICICI Bank,Phishing
594,icicibank.comvanguard.com,ICICI Bank,Phishing
595,icici-preprod-analytics.thewitslab.com,ICICI Bank,Phishing
596,sklep-detal.elgon.pl/js/icici/info.htm,ICICI Bank,Phishing
597,icicin.online,ICICI Bank,Phishing
598,icicin.info,ICICI Bank,Phishing
599,iciclo.com.br,ICICI Bank,Phishing
600,pop.icicbank.com,ICICI Bank,Phishing
601,ilmds.icicilombard.com.us.cas.ms,ICICI Bank,Phishing
602,ilmds.icicilombard.com.mcas.ms,ICICI Bank,Phishing
603,mailout.ext.icicbank.com,ICICI Bank,Phishing
604,posta.ext.icicbank.com,ICICI Bank,Phishing
605,icici.hmi-tech.in/,ICICI Bank,Phishing
606,gpvpn.icicicbank.com/,ICICI Bank,Phishing
607,ww25.eazypayicicibank.com/,ICICI Bank,Phishing
608,icici.pertsol.com/,ICICI Bank,Phishing
609,icici.nexusi.in/,ICICI Bank,Phishing
610,icicibank.rf.gd/,ICICI Bank,Phishing
611,bicicimimarlik.com/,ICICI Bank,Phishing
612,biciciyapi.com/,ICICI Bank,Phishing
613,icicibanklimitedindia.com/,ICICI Bank,Phishing
614,iccebank.com/,ICICI Bank,Phishing
615,icicicustomercare.in/,ICICI Bank,Phishing
616,gpvpn.icicibannk.com/,ICICI Bank,Phishing
617,www.icicibank-personalloan-bangalore.digiloan.in/,ICICI Bank,Phishing
618,acqweb.iciciank.com/,ICICI Bank,Phishing
619,ww25.icici.myclassboard.co/?subid1=20250629-0225-34b7-8719-e4fd05dd7fe3,ICICI Bank,Phishing
620,icici.flg.in/,ICICI Bank,Phishing
621,tw.icicbank.com/,ICICI Bank,Phishing
622,alumni.icicbank.com/,ICICI Bank,Phishing
623,icici.five.in/,ICICI Bank,Phishing
624,mail.comune.icici-bank.com/,ICICI Bank,Phishing
625,ww35.icicibannk.com/,ICICI Bank,Phishing
626,com.ext.icicbank.com/,ICICI Bank,Phishing
627,icicibank.co.in.familytiessc.com/,ICICI Bank,Phishing
628,icicibankaccounts.com/,ICICI Bank,Phishing
629,bk.icicibanklogin.com/,ICICI Bank,Phishing
630,bnk-en.icicibanklogin.com/,ICICI Bank,Phishing
631,dgw.icicibanklogin.com/,ICICI Bank,Phishing
632,ww17.w.icicibanklogin.com/,ICICI Bank,Phishing
633,ww25.autodiscover.icicibank.co/,ICICI Bank,Phishing
634,www.icicibankpersonalloanbangalore.digitloan.in/,ICICI Bank,Phishing
635,iccank.net/,ICICI Bank,Phishing
636,icici.dev.sharajman.com/,ICICI Bank,Phishing
637,icicicic.cn,ICICI Bank,Phishing
638,icici.kudosfinance.in,ICICI Bank,Phishing
639,icici.cdotbihar.org,ICICI Bank,Phishing
640,icicibank.nu,ICICI Bank,Phishing
641,cici.city,ICICI Bank,Phishing
642,cicici.net,ICICI Bank,Phishing
643,icicibankltd.ph,ICICI Bank,Phishing
644,demo.icicihfc.gravithy.com,ICICI Bank,Phishing
645,foreveryoung.vip,ICICI Bank,Phishing
646,advantage.finance,ICICI Bank,Phishing
647,icicibank-data.pilotlogistics.com,ICICI Bank,Phishing
648,nlnlkicicibank-staging.kaluga24.tv,ICICI Bank,Phishing
649,icicci.com,ICICI Bank,Phishing
650,iciclient.com,ICICI Bank,Phishing
651,icicibnk.ae,ICICI Bank,Phishing
652,icic.r.top/in,ICICI Bank,Phishing
653,icici-lombard.fm/,ICICI Bank,Phishing
654,icici-lombard.la/,ICICI Bank,Phishing
655,icicudirect.co/,ICICI Bank,Phishing
656,icicidirect.me,ICICI Bank,Phishing
657,icividirect.com,ICICI Bank,Phishing
658,icicldirect.co/,ICICI Bank,Phishing
659,iclcidirect.co/,ICICI Bank,Phishing
660,ivicidirect.com/,ICICI Bank,Phishing
661,icicidireft.co/,ICICI Bank,Phishing
662,dsaicicibank.com/,ICICI Bank,Phishing
663,foreveryoung.recipes,ICICI Bank,Phishing
664,qkns-icici-prod1-centralindia-01.regional.azure-api.net,ICICI Bank,Phishing
665,qkns-icici-prod1.configuration.azure-api.net,ICICI Bank,Phishing
666,icicilombardgeneral.com,ICICI Bank,Phishing
667,qkns-icici-prod1.management.azure-api.net,ICICI Bank,Phishing
668,qkns-icici-prod1.portal.azure-api.net,ICICI Bank,Phishing
669,qkns-icici-prod1.scm.azure-api.net,ICICI Bank,Phishing
670,qkns-icici-prod1.unique.azure-api.net,ICICI Bank,Phishing
671,qkns-icici-prod1.unique.developer.azure-api.net,ICICI Bank,Phishing
672,eiciciportal.loginsupport.in/,ICICI Bank,Phishing
673,universal-api-dot-icicibank-c4m.appspot.com/,ICICI Bank,Phishing
674,icicibankconnect.co,ICICI Bank,Phishing
675,icicilombardoverseastravelinsurance.ooo,ICICI Bank,Phishing
676,icicilombard24x7.ooo,ICICI Bank,Phishing
677,icicibankonnect.in,ICICI Bank,Phishing
678,icici.cc,ICICI Bank,Phishing
679,icici.manjusree.com,ICICI Bank,Phishing
680,icicibanksales.com,ICICI Bank,Phishing
681,icicihfc.foxboxrewards.com/,ICICI Bank,Phishing
682,icicibanknet.com,ICICI Bank,Phishing
683,icicibankpaytm.com/,ICICI Bank,Phishing
684,icicibank.bo/,ICICI Bank,Phishing
685,hussam22icici.website/,ICICI Bank,Phishing
686,icicicorporatebanking.co.in/,ICICI Bank,Phishing
687,encryption-icicibank.snnhbdwfk.ru,ICICI Bank,Phishing
688,icicimaster.kittybloger.strutlearning.com,ICICI Bank,Phishing
689,icicibank.cardservice.in,ICICI Bank,Phishing
690,cicibnk.online,ICICI Bank,Phishing
691,icicilombardtravel.com,ICICI Bank,Phishing
692,icici.git.gitlab.git.git.winetrove.co.uk/,ICICI Bank,Phishing
693,icici.platinum.cc,ICICI Bank,Phishing
694,icici.indiafilings.com,ICICI Bank,Phishing
695,accounts.icici.eximfiles.io,ICICI Bank,Phishing
696,icici.bankifsccode.finance,ICICI Bank,Phishing
697,assets.icicibank.com.mcas.ms,ICICI Bank,Phishing
698,assets.icicibank.com.admin-mcas.ms,ICICI Bank,Phishing
699,icici-icici-stagingproxy.cloud.sitefinity.com/,ICICI Bank,Phishing
700,iciciservices.dspfastrecharge.com/,ICICI Bank,Phishing
701,bk.ciibank.de,ICICI Bank,Phishing
702,icici.luxindustries.com,ICICI Bank,Phishing
703,icici.fanz.in,ICICI Bank,Phishing
704,icicibank-staging.kinokong.cc,ICICI Bank,Phishing
705,howtoredeemicicicreditcardrewardpointsonline.ml,ICICI Bank,Phishing
706,eest.in/.infinitycib-icicibank.in/updatesession/Bankaway/,ICICI Bank,Phishing
707,www.surcation.com/infinitycib-icicibank.co.in/updatesession/Bankaway,ICICI Bank,Phishing
708,icicit.cn,ICICI Bank,Phishing
709,oticicith.ml,ICICI Bank,Phishing
710,iscconline.com,ICICI Bank,Phishing
711,mobileicicibank.com/,ICICI Bank,Phishing
712,comicicidirect.com/,ICICI Bank,Phishing
713,iciciauction.com/,ICICI Bank,Phishing
714,icicit.net,ICICI Bank,Phishing
715,icicivehichleinsurance.com/,ICICI Bank,Phishing
716,icicibankhyd.com/,ICICI Bank,Phishing
717,icibank.org/,ICICI Bank,Phishing
718,2icicibank.com/,ICICI Bank,Phishing
719,clicici.net/,ICICI Bank,Phishing
720,icicibank-vip.top,ICICI Bank,Phishing
721,icici.cn/,ICICI Bank,Phishing
722,icicigroup.com.cn/,ICICI Bank,Phishing
723,icicigroup.cn/,ICICI Bank,Phishing
724,aicici.org/,ICICI Bank,Phishing
725,icicilombardmails.com/,ICICI Bank,Phishing
726,icici3a.xyz/,ICICI Bank,Phishing
727,icicismartcard.com/,ICICI Bank,Phishing
728,icicibankstatements.in/,ICICI Bank,Phishing
729,icicibank.infonity.com,ICICI Bank,Phishing
730,iciciba.comk.com/,ICICI Bank,Phishing
731,icici.evolvewebinfo.in/,ICICI Bank,Phishing
732,icicibank.razorpa.com/,ICICI Bank,Phishing
733,icici.squareoffbots.com/,ICICI Bank,Phishing
734,icici.masterpay.pro/,ICICI Bank,Phishing
735,icici.gatisofttech.com/,ICICI Bank,Phishing
736,icicibank.dev.test4wd.com/,ICICI Bank,Phishing
737,icici.infomedha.in,ICICI Bank,Phishing
738,icicibank.infomedha.in,ICICI Bank,Phishing
739,icici.ariticapp.com,ICICI Bank,Phishing
740,icici.nom.za,ICICI Bank,Phishing
741,iciciadcampagin.dhanyogis.com,ICICI Bank,Phishing
742,visiticici.com,ICICI Bank,Phishing
743,nearshopicici.nearshopping.org,ICICI Bank,Phishing
744,customercareicicibank.in,ICICI Bank,Phishing
745,icicilombard.tw,ICICI Bank,Phishing
746,cic-bank.com,ICICI Bank,Phishing
747,mail-icicibank.co.in,ICICI Bank,Phishing
748,cicicim.com,ICICI Bank,Phishing
749,iciciloan.ubona.com/,ICICI Bank,Phishing
750,www.icicibank-staging.la2-univer.ru,ICICI Bank,Phishing
751,icicibank.mytruebank.com/,ICICI Bank,Phishing
752,icicibankhome.in,ICICI Bank,Phishing
753,icicibankindia.co.in,ICICI Bank,Phishing
754,icici.pro,ICICI Bank,Phishing
755,campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm,ICICI Bank,Phishing
756,icicibankfinance.co.in,ICICI Bank,Phishing
757,icicibank.solutions,ICICI Bank,Phishing
758,vultrtechnologies.com/icici-bank-credit-card-bill-statement,ICICI Bank,Phishing
759,cappicicipi.my.id,ICICI Bank,Phishing
760,gohighlevel.blog/icici-bank-travel-card-online-statement,ICICI Bank,Phishing
761,bit.ly/icicicb,ICICI Bank,Phishing
762,staging.cicd.iciciprulife.co/,ICICI Bank,Phishing
763,m.api.icicicdirect.com/,ICICI Bank,Phishing
764,ilmuse.icicilombard.co/,ICICI Bank,Phishing
765,test.ams.iciciprulife.co/,ICICI Bank,Phishing
766,diciciy.com/,ICICI Bank,Phishing
767,icici.banklocationmaps.fr,ICICI Bank,Phishing
768,ccbank.xyz,ICICI Bank,Phishing
769,icici20241104.nbupaymentsvendorcerts.com,ICICI Bank,Phishing
770,myicicilombard.zapto.xyz,ICICI Bank,Phishing
771,obuk-api-iciciuk.macroiglobal.co.uk,ICICI Bank,Phishing
772,icicibank.com.co,ICICI Bank,Phishing
773,icibank.in,ICICI Bank,Phishing
774,icicilombard-smr.in.anandvanresidency.com,ICICI Bank,Phishing
775,findresultsonline.com/?dn=icicbank.com&rg=468235&_slsen=1,ICICI Bank,Phishing
776,icici.ttus.co.in,ICICI Bank,Phishing
777,iyfbodn.com/?dn=iciciidrect.com&pbsubid=22323f1b-2f5e-49fc-9a9b-97a24d01ed26&pid=9POT3387I,ICICI Bank,Phishing
778,icicipg.ms,ICICI Bank,Phishing
779,payicici.royalstarglobaltrust.com,ICICI Bank,Phishing
780,cicicici.direct.quickconnect.cn,ICICI Bank,Phishing
781,ww25.careericici.com,ICICI Bank,Phishing
782,www.myrewardscredit.in/icici,ICICI Bank,Phishing
783,icici.next.co.in,ICICI Bank,Phishing
784,cicici.us.kg/,ICICI Bank,Phishing
785,icici-retail.hod.life/,ICICI Bank,Phishing
786,test.app.icicibamk.com/,ICICI Bank,Phishing
787,ww17.api.icicibamk.com/,ICICI Bank,Phishing
788,dev.admin.iciciproperties.com/,ICICI Bank,Phishing
789,gisinfotech.net,ICICI Bank,Phishing
790,cicici.autocode.gg,ICICI Bank,Phishing
791,cicicicicici.direct.quickconnect.to,ICICI Bank,Phishing
792,icici.dsi.dev,ICICI Bank,Phishing
793,fficici.payuat.com,ICICI Bank,Phishing
794,returnicici.qtechsoftware.com,ICICI Bank,Phishing
795,tmcicici.com,ICICI Bank,Phishing
796,beicicimagto.ml,ICICI Bank,Phishing
797,rewardsclaim.in/,ICICI Bank,Phishing
798,icicidirect.blogspot.tw,ICICI Bank,Phishing
799,icici-upi.1automations.com,ICICI Bank,Phishing
800,icicibank.career.ca,ICICI Bank,Phishing
801,icici.billingbooster.com,ICICI Bank,Phishing
802,icici.storyloyalty.com,ICICI Bank,Phishing
803,icicihealth.com,ICICI Bank,Phishing
804,hostmaster.icicicareer.com,ICICI Bank,Phishing
805,icici.digitify.app,ICICI Bank,Phishing
806,ucjdficicibank3820.molly.gpinfo.eu,ICICI Bank,Phishing
807,icicibankltd.masterjp-thebest.shop,ICICI Bank,Phishing
808,icici.banklocationmaps.in,ICICI Bank,Phishing
809,icici.bank.cariar.com,ICICI Bank,Phishing
810,icici-share-login.loginiiportal.com,ICICI Bank,Phishing
811,ww11.icicibankbizcircle.taolu.lol,ICICI Bank,Phishing
812,icici.foudation.org,ICICI Bank,Phishing
813,icici.com.es,ICICI Bank,Phishing
814,icici-uat.goldbee.in,ICICI Bank,Phishing
815,icici.carer.com,ICICI Bank,Phishing
816,icici.exam.org,ICICI Bank,Phishing
817,icicibankk.cc,ICICI Bank,Phishing
818,icicibankclaimreward-icicibank.eservicemoi-govkw.com,ICICI Bank,Phishing
819,icicisecurities.in-com.org,ICICI Bank,Phishing
820,icicibankltd-my.sharepoint.com/personal/844393_icicibank_com/,ICICI Bank,Phishing
821,icicibankltd.sharepoint.com/sites/tigconfluence/RIBSupport/SitePages/DEH,ICICI Bank,Phishing
822,campaign-icicibanksmartech-54938-581889-53729628-dayanand.th,ICICI Bank,Phishing
823,campaign-icicibanksmartech-54938-581889-16329857-raghavendra.dm,ICICI Bank,Phishing
824,icicibank.om,ICICI Bank,Phishing
825,api.abha.iciciprulife.co/,ICICI Bank,Phishing
826,icicibank-staging.govjobfinder.com,ICICI Bank,Phishing
827,icicibank.c1neon.com,ICICI Bank,Phishing
828,icicilifeinsurance.com,ICICI Bank,Phishing
829,icici-api.complyment.com,ICICI Bank,Phishing
830,iciciapi.omnistrate.com,ICICI Bank,Phishing
831,iciciservices.shristype.com,ICICI Bank,Phishing
832,iciciservices.takeitec.in,ICICI Bank,Phishing
833,iciciservices.extraincome.org.in,ICICI Bank,Phishing
834,iciciservices.trusteasy.in,ICICI Bank,Phishing
835,icicidirects.co,ICICI Bank,Phishing
836,icicitrading.co,ICICI Bank,Phishing
837,icici.qdegrees.com,ICICI Bank,Phishing
838,iciciservices.otavamnr.co,ICICI Bank,Phishing
839,icicinri.com,ICICI Bank,Phishing
840,icicitoken.ledgers.cloud,ICICI Bank,Phishing
841,icici.carrer.in,ICICI Bank,Phishing
842,icicibank.fbmlive.com,ICICI Bank,Phishing
843,icici.woho.in,ICICI Bank,Phishing
844,icicibank.carreer.com,ICICI Bank,Phishing
845,icicifake.000webhostapp.com/bankstatement.html,ICICI Bank,Phishing
846,icicipru.amc.in,ICICI Bank,Phishing
847,iciciint.cubehighways.com,ICICI Bank,Phishing
848,icicicj.shop,ICICI Bank,Phishing
849,api-admin-icici-bap-preprod.bharatvyapaar.com,ICICI Bank,Phishing
850,iciciprulife-evl.onignio.com,ICICI Bank,Phishing
851,it.icici.asset.com,ICICI Bank,Phishing
852,icicipru.co,ICICI Bank,Phishing
853,icici.birect.com,ICICI Bank,Phishing
854,icicibank.giftz.ai/,ICICI Bank,Phishing
855,icicihdfc.com,ICICI Bank,Phishing
856,foreveryoung.enterprises,ICICI Bank,Phishing
857,foreveryoung.luxury,ICICI Bank,Phishing
858,foreveryoungrp.com,ICICI Bank,Phishing
859,cs-iciciprulife.com,ICICI Bank,Phishing
860,www.my.bicici.com,ICICI Bank,Phishing
861,ww51.icicicibank.com,ICICI Bank,Phishing
862,add.icicici.com,ICICI Bank,Phishing
863,www.ww.icicidirct.com,ICICI Bank,Phishing
864,content.icicidirect.co,ICICI Bank,Phishing
865,kaanficici.com,ICICI Bank,Phishing
866,ww38.icicibankcareer.xyz,ICICI Bank,Phishing
867,ww38.icicibankpersonalloan.xyz,ICICI Bank,Phishing
868,www.app.icicibankcreditcard.com,ICICI Bank,Phishing
869,hostmaster.www.icicibankcreditcard.com,ICICI Bank,Phishing
870,www.in.icicibankcreditcard.com,ICICI Bank,Phishing
871,www.old.icicibankcreditcard.com,ICICI Bank,Phishing
872,www.www.metric.icicibankcreditcard.com,ICICI Bank,Phishing
873,www.icicibank.icicilombart.com,ICICI Bank,Phishing
874,forums.icicibankcreditcard.com,ICICI Bank,Phishing
875,reports.icicibankcreditcard.com,ICICI Bank,Phishing
876,mail.icicibankco.com,ICICI Bank,Phishing
877,catalog.eazypayicicibank.com,ICICI Bank,Phishing
878,checkmypersonalloanstatusicicibank.com.cialisonla.com,ICICI Bank,Phishing
879,ebrubicici.com,ICICI Bank,Phishing
880,admin.wwwicicibank.com,ICICI Bank,Phishing
881,icicibank.comndeed.com,ICICI Bank,Phishing
882,acqweb.icicicibank.com,ICICI Bank,Phishing
883,eazypayapp.icicibnk.com,ICICI Bank,Phishing
884,icicidirectn.co,ICICI Bank,Phishing
885,icicibankonnect.co,ICICI Bank,Phishing
886,icicibank.newsfeedsmartapps.com,ICICI Bank,Phishing
887,icicibankkonnect.co,ICICI Bank,Phishing
888,icicibankbizcircle.rawranked.com,ICICI Bank,Phishing
889,ns.icicidirectlogin.com,ICICI Bank,Phishing
890,eazypay.icicibak.com,ICICI Bank,Phishing
891,yoginicici.com,ICICI Bank,Phishing
892,ww16.dns1.icicibank.sbs,ICICI Bank,Phishing
893,icicibank.flatworldrewards.com,ICICI Bank,Phishing
894,www.icicibank.comflowise.symptomsoflowoxygen.site,ICICI Bank,Phishing
895,aiadvantage.info,ICICI Bank,Phishing
896,moneyworld.top,ICICI Bank,Phishing
897,icicenter.org,ICICI Bank,Phishing
898,cclcinvestments.com,ICICI Bank,Phishing
899,rewardsicici.com,ICICI Bank,Phishing
900,icicibank.io/,ICICI Bank,Phishing
901,clclcl.cloud,ICICI Bank,Phishing
902,lclcldd.org,ICICI Bank,Phishing
903,icicl.icu,ICICI Bank,Phishing
904,moneymeals.app,ICICI Bank,Phishing
905,icicnsg.com,ICICI Bank,Phishing
906,cicifinance.com,ICICI Bank,Phishing
907,seconline.com,ICICI Bank,Phishing
908,ecicsinsurance.com,ICICI Bank,Phishing
909,iciciservices.online,ICICI Bank,Phishing
910,icicibank.xyz,ICICI Bank,Phishing
911,icicicareers.cloud,ICICI Bank,Phishing
912,foreveryong.lat,ICICI Bank,Phishing
913,lclclcklc.xyz,ICICI Bank,Phishing
914,beattheheat.asia,ICICI Bank,Phishing
915,mekicici.fun,ICICI Bank,Phishing
916,sotericicients.shop,ICICI Bank,Phishing
917,moneyworld.money,ICICI Bank,Phishing
918,ww17.dashboards.icicicdirect.com/,ICICI Bank,Phishing
919,icici.icicilombart.com/,ICICI Bank,Phishing
920,icicibankgames.byethost.com,ICICI Bank,Phishing
921,icicibanklearn.byethost.com,ICICI Bank,Phishing
922,banklearn.blogspot.com,ICICI Bank,Phishing
923,banklearn.byethost.com,ICICI Bank,Phishing
924,57e0d8d2686c.dms.iciciprulife.co/,ICICI Bank,Phishing
925,57e0d8d2686c.healthclaims.iciciprulife.co/,ICICI Bank,Phishing
926,57e0d8d2686c.shikhileexed.iciciprulife.co/,ICICI Bank,Phishing
927,icicinribanking.byethost.com,ICICI Bank,Phishing
928,icicibankfinancial.byethost.com,ICICI Bank,Phishing
929,icicifinancial.byethost.com,ICICI Bank,Phishing
930,iciciinsure.byethost.com,ICICI Bank,Phishing
931,icicibankinsure.byethost.com,ICICI Bank,Phishing
932,lclc1bank.byethost.com,ICICI Bank,Phishing
933,lclcibank.byethost.com,ICICI Bank,Phishing
934,icicitwowheelerloans.byethost.com,ICICI Bank,Phishing
935,icicifunding.byethost.com,ICICI Bank,Phishing
936,iciciassets.byethost.com,ICICI Bank,Phishing
937,icicifund.byethost.com,ICICI Bank,Phishing
938,icicistocks.byethost.com,ICICI Bank,Phishing
939,icicibankstocks.byethost.com,ICICI Bank,Phishing
940,icicibankcarinsurance.byethost.com,ICICI Bank,Phishing
941,icicibankconsumerfinance.byethost.com,ICICI Bank,Phishing
942,icicismartloans.byethost.com,ICICI Bank,Phishing
943,icicibankcapitalmarkets.byethost.com,ICICI Bank,Phishing
944,icicibankiplay.byethost.com,ICICI Bank,Phishing
945,icicibankinstantgoldloan.byethost.com,ICICI Bank,Phishing
946,icicibankflexicash.byethost.com,ICICI Bank,Phishing
947,icicibankfdi.byethost.com,ICICI Bank,Phishing
948,iciciholdinglimited.byethost.com,ICICI Bank,Phishing
949,iciciholdingslimited.byethost.com,ICICI Bank,Phishing
950,iciciholdingsltd.byethost.com,ICICI Bank,Phishing
951,icicibankholding.byethost.com,ICICI Bank,Phishing
952,icicibankholdings.byethost.com,ICICI Bank,Phishing
953,iciciholdings.byethost.com,ICICI Bank,Phishing
954,icicitrust.byethost.com,ICICI Bank,Phishing
955,icicbnk.byethost.com,ICICI Bank,Phishing
956,icicibnk.byethost.com,ICICI Bank,Phishing
957,icicifundings.byethost.com,ICICI Bank,Phishing
958,icicigroupcompanies.byethost.com,ICICI Bank,Phishing
959,pruicicilife.byethost.com,ICICI Bank,Phishing
960,icicibank.byethost.com,ICICI Bank,Phishing
961,iciciibank.vip,ICICI Bank,Phishing
962,icicilbank.cc,ICICI Bank,Phishing
963,icicisky.com,ICICI Bank,Phishing
964,simplexins.com,ICICI Bank,Phishing
965,icicibcsk.blog,ICICI Bank,Phishing
966,electrica-bicicileta-br11.sbs,ICICI Bank,Phishing
967,isliciciea.shop,ICICI Bank,Phishing
968,icicibonka.sbs,ICICI Bank,Phishing
969,radicicircolari.org,ICICI Bank,Phishing
970,radicicircolari.bio,ICICI Bank,Phishing
971,iciciibank.cc,ICICI Bank,Phishing
972,ffsandusr0vcarduaticicibank.ngo.za,ICICI Bank,Phishing
973,icicilbank.bond,ICICI Bank,Phishing
974,icicilbank.cfd,ICICI Bank,Phishing
975,icicibankltd.karimnagarlive.in,ICICI Bank,Phishing
976,icicibankbg.help.org,ICICI Bank,Phishing
977,icicilibank.cc,ICICI Bank,Phishing
978,icbc-support.com,ICICI Bank,Phishing
979,ext.icicibnk.com,ICICI Bank,Phishing
980,buy.icicibamk.com,ICICI Bank,Phishing
981,crm.icicibamk.com,ICICI Bank,Phishing
982,edbabhappy.icicibank.live,ICICI Bank,Phishing
983,user.icici.de/,ICICI Bank,Phishing
984,icicilbank.vip,ICICI Bank,Phishing
985,icicillbank.vip,ICICI Bank,Phishing
986,icici-account.top,ICICI Bank,Phishing
987,iccisupport.com,ICICI Bank,Phishing
988,icicibankbg.help,ICICI Bank,Phishing
989,icicibankbg.top,ICICI Bank,Phishing
990,ww38.icici.blog/,ICICI Bank,Phishing
991,iciciiibank.cc,ICICI Bank,Phishing
992,rd.icicibannk.com/,ICICI Bank,Phishing
993,iccgroup.partners,ICICI Bank,Phishing
994,iciciinbank.cfd,ICICI Bank,Phishing
995,iciciinbank.sbs,ICICI Bank,Phishing
996,icicu.icu,ICICI Bank,Phishing
997,icic-gift.sbs/in,ICICI Bank,Phishing
998,clclcls.site,ICICI Bank,Phishing
999,ww38.random.iciciamc.com/,ICICI Bank,Phishing
1000,licici.com,ICICI Bank,Phishing
1001,icic-gift.cfd/in,ICICI Bank,Phishing
1002,icicisupport.services,ICICI Bank,Phishing
1003,icic-gift.cfd,ICICI Bank,Phishing
1004,mx7.iciciprulife.co/,ICICI Bank,Phishing
1005,icicibankiv.sbs,ICICI Bank,Phishing
1006,icicibankue.sbs,ICICI Bank,Phishing
1007,ww25.inzqdoapnext.icicibamk.com/,ICICI Bank,Phishing
1008,money-world.online,ICICI Bank,Phishing
1009,ww38.inprepaid.icicilogin.com/,ICICI Bank,Phishing
1010,57e0d8d2686c.correo.iciciprulife.co/,ICICI Bank,Phishing
1011,icici.carrers.com/,ICICI Bank,Phishing
1012,57e0d8d2686c.remote.iciciprulife.co/,ICICI Bank,Phishing
1013,oficicinati.it.com,ICICI Bank,Phishing
1014,icicestvrai.fr,ICICI Bank,Phishing
1015,icicarecrute.fr,ICICI Bank,Phishing
1016,icicaplante.fr,ICICI Bank,Phishing
1017,icicciaio.it,ICICI Bank,Phishing
1018,eticicibebe.xxx,ICICI Bank,Phishing
1019,foreveryoung.cc,ICICI Bank,Phishing
1020,foreveryoung.bio,ICICI Bank,Phishing
1021,icicibsnk.buzz,ICICI Bank,Phishing
1022,iciciaccount.top,ICICI Bank,Phishing
1023,icicibsnk.cfd/,ICICI Bank,Phishing
1024,iciciaccount.cfd,ICICI Bank,Phishing
1025,icicibsnk.sbs,ICICI Bank,Phishing
1026,vpicicibank.com,ICICI Bank,Phishing
1027,team-icicibank.com,ICICI Bank,Phishing
